CodeC,country,Country Code,year,time_period,obs_value,sex,Region,Sub-region
PER2004Tot,Peru,PER,2004,01/01/2004,68,Total,Americas,Latin America and the Caribbean
ZAF2004Fem,South Africa,ZAF,2004,01/01/2004,66,Female,Africa,Sub-Saharan Africa
ZAF2004Mal,South Africa,ZAF,2004,01/01/2004,64,Male,Africa,Sub-Saharan Africa
ZAF2004Tot,South Africa,ZAF,2004,01/01/2004,65,Total,Africa,Sub-Saharan Africa
ALB2005Fem,Albania,ALB,2005,01/01/2005,61,Female,Europe,Southern Europe
ALB2005Mal,Albania,ALB,2005,01/01/2005,32,Male,Europe,Southern Europe
ALB2005Tot,Albania,ALB,2005,01/01/2005,45,Total,Europe,Southern Europe
ARM2005Fem,Armenia,ARM,2005,01/01/2005,24,Female,Asia,Western Asia
ARM2005Mal,Armenia,ARM,2005,01/01/2005,52,Male,Asia,Western Asia
ARM2005Tot,Armenia,ARM,2005,01/01/2005,36,Total,Asia,Western Asia
BLR2005Fem,Belarus,BLR,2005,01/01/2005,89,Female,Europe,Eastern Europe
BLR2005Mal,Belarus,BLR,2005,01/01/2005,90,Male,Europe,Eastern Europe
BLR2005Tot,Belarus,BLR,2005,01/01/2005,90,Total,Europe,Eastern Europe
BDI2005Fem,Burundi,BDI,2005,01/01/2005,39,Female,Africa,Sub-Saharan Africa
BDI2005Mal,Burundi,BDI,2005,01/01/2005,36,Male,Africa,Sub-Saharan Africa
BDI2005Tot,Burundi,BDI,2005,01/01/2005,38,Total,Africa,Sub-Saharan Africa
COL2005Fem,Colombia,COL,2005,01/01/2005,64,Female,Americas,Latin America and the Caribbean
COL2005Mal,Colombia,COL,2005,01/01/2005,59,Male,Americas,Latin America and the Caribbean
COL2005Tot,Colombia,COL,2005,01/01/2005,62,Total,Americas,Latin America and the Caribbean
COG2005Fem,Congo,COG,2005,01/01/2005,48,Female,Africa,Sub-Saharan Africa
COG2005Mal,Congo,COG,2005,01/01/2005,47,Male,Africa,Sub-Saharan Africa
COG2005Tot,Congo,COG,2005,01/01/2005,48,Total,Africa,Sub-Saharan Africa
EGY2005Fem,Egypt,EGY,2005,01/01/2005,61,Female,Africa,Northern Africa
EGY2005Mal,Egypt,EGY,2005,01/01/2005,66,Male,Africa,Northern Africa
EGY2005Tot,Egypt,EGY,2005,01/01/2005,63,Total,Africa,Northern Africa
ETH2005Fem,Ethiopia,ETH,2005,01/01/2005,19,Female,Africa,Sub-Saharan Africa
ETH2005Mal,Ethiopia,ETH,2005,01/01/2005,19,Male,Africa,Sub-Saharan Africa
ETH2005Tot,Ethiopia,ETH,2005,01/01/2005,19,Total,Africa,Sub-Saharan Africa
GEO2005Fem,Georgia,GEO,2005,01/01/2005,70.8,Female,Asia,Western Asia
GEO2005Mal,Georgia,GEO,2005,01/01/2005,76.4,Male,Asia,Western Asia
GEO2005Tot,Georgia,GEO,2005,01/01/2005,73.6,Total,Asia,Western Asia
GIN2005Fem,Guinea,GIN,2005,01/01/2005,42,Female,Africa,Sub-Saharan Africa
GIN2005Mal,Guinea,GIN,2005,01/01/2005,42,Male,Africa,Sub-Saharan Africa
GIN2005Tot,Guinea,GIN,2005,01/01/2005,42,Total,Africa,Sub-Saharan Africa
JAM2005Fem,Jamaica,JAM,2005,01/01/2005,77,Female,Americas,Latin America and the Caribbean
JAM2005Mal,Jamaica,JAM,2005,01/01/2005,73,Male,Americas,Latin America and the Caribbean
JAM2005Tot,Jamaica,JAM,2005,01/01/2005,75,Total,Americas,Latin America and the Caribbean
LSO2005Fem,Lesotho,LSO,2005,01/01/2005,60,Female,Africa,Sub-Saharan Africa
LSO2005Mal,Lesotho,LSO,2005,01/01/2005,58,Male,Africa,Sub-Saharan Africa
LSO2005Tot,Lesotho,LSO,2005,01/01/2005,59,Total,Africa,Sub-Saharan Africa
MWI2005Fem,Malawi,MWI,2005,01/01/2005,36,Female,Africa,Sub-Saharan Africa
MWI2005Mal,Malawi,MWI,2005,01/01/2005,37,Male,Africa,Sub-Saharan Africa
MWI2005Tot,Malawi,MWI,2005,01/01/2005,37,Total,Africa,Sub-Saharan Africa
MNG2005Fem,Mongolia,MNG,2005,01/01/2005,63,Female,Asia,Eastern Asia
MNG2005Mal,Mongolia,MNG,2005,01/01/2005,63,Male,Asia,Eastern Asia
MNG2005Tot,Mongolia,MNG,2005,01/01/2005,63,Total,Asia,Eastern Asia
MDA2005Fem,"Moldova, Republic of",MDA,2005,01/01/2005,61,Female,Europe,Eastern Europe
MDA2005Mal,"Moldova, Republic of",MDA,2005,01/01/2005,59,Male,Europe,Eastern Europe
MDA2005Tot,"Moldova, Republic of",MDA,2005,01/01/2005,60,Total,Europe,Eastern Europe
RWA2005Fem,Rwanda,RWA,2005,01/01/2005,28,Female,Africa,Sub-Saharan Africa
RWA2005Mal,Rwanda,RWA,2005,01/01/2005,28,Male,Africa,Sub-Saharan Africa
RWA2005Tot,Rwanda,RWA,2005,01/01/2005,28,Total,Africa,Sub-Saharan Africa
SEN2005Fem,Senegal,SEN,2005,01/01/2005,45,Female,Africa,Sub-Saharan Africa
SEN2005Mal,Senegal,SEN,2005,01/01/2005,49,Male,Africa,Sub-Saharan Africa
SEN2005Tot,Senegal,SEN,2005,01/01/2005,47,Total,Africa,Sub-Saharan Africa
SLE2005Fem,Sierra Leone,SLE,2005,01/01/2005,45,Female,Africa,Sub-Saharan Africa
SLE2005Mal,Sierra Leone,SLE,2005,01/01/2005,50,Male,Africa,Sub-Saharan Africa
SLE2005Tot,Sierra Leone,SLE,2005,01/01/2005,48,Total,Africa,Sub-Saharan Africa
TJK2005Fem,Tajikistan,TJK,2005,01/01/2005,69,Female,Asia,Central Asia
TJK2005Mal,Tajikistan,TJK,2005,01/01/2005,60,Male,Asia,Central Asia
TJK2005Tot,Tajikistan,TJK,2005,01/01/2005,64,Total,Asia,Central Asia
TZA2005Fem,"Tanzania, United Republic of",TZA,2005,01/01/2005,56,Female,Africa,Sub-Saharan Africa
TZA2005Mal,"Tanzania, United Republic of",TZA,2005,01/01/2005,62,Male,Africa,Sub-Saharan Africa
TZA2005Tot,"Tanzania, United Republic of",TZA,2005,01/01/2005,59,Total,Africa,Sub-Saharan Africa
DZA2006Fem,Algeria,DZA,2006,01/01/2006,51,Female,Africa,Northern Africa
DZA2006Mal,Algeria,DZA,2006,01/01/2006,54,Male,Africa,Northern Africa
DZA2006Tot,Algeria,DZA,2006,01/01/2006,53,Total,Africa,Northern Africa
AZE2006Fem,Azerbaijan,AZE,2006,01/01/2006,24.4,Female,Asia,Western Asia
AZE2006Mal,Azerbaijan,AZE,2006,01/01/2006,36.2,Male,Asia,Western Asia
AZE2006Tot,Azerbaijan,AZE,2006,01/01/2006,32.5,Total,Asia,Western Asia
BGD2006Fem,Bangladesh,BGD,2006,01/01/2006,30,Female,Asia,Southern Asia
BGD2006Mal,Bangladesh,BGD,2006,01/01/2006,30,Male,Asia,Southern Asia
BGD2006Tot,Bangladesh,BGD,2006,01/01/2006,30,Total,Asia,Southern Asia
BLZ2006Fem,Belize,BLZ,2006,01/01/2006,72,Female,Americas,Latin America and the Caribbean
BLZ2006Mal,Belize,BLZ,2006,01/01/2006,70,Male,Americas,Latin America and the Caribbean
BLZ2006Tot,Belize,BLZ,2006,01/01/2006,71,Total,Americas,Latin America and the Caribbean
BEN2006Fem,Benin,BEN,2006,01/01/2006,38,Female,Africa,Sub-Saharan Africa
BEN2006Mal,Benin,BEN,2006,01/01/2006,34,Male,Africa,Sub-Saharan Africa
BEN2006Tot,Benin,BEN,2006,01/01/2006,36,Total,Africa,Sub-Saharan Africa
BOL2006Tot,"Bolivia, Plurinational State of",BOL,2006,01/01/2006,48.2,Total,Americas,Latin America and the Caribbean
BIH2006Fem,Bosnia and Herzegovina,BIH,2006,01/01/2006,90.7,Female,Europe,Southern Europe
BIH2006Mal,Bosnia and Herzegovina,BIH,2006,01/01/2006,91.6,Male,Europe,Southern Europe
BIH2006Tot,Bosnia and Herzegovina,BIH,2006,01/01/2006,91.3,Total,Europe,Southern Europe
BRA2006Fem,Brazil,BRA,2006,01/01/2006,53.3,Female,Americas,Latin America and the Caribbean
BRA2006Mal,Brazil,BRA,2006,01/01/2006,46.2,Male,Americas,Latin America and the Caribbean
BRA2006Tot,Brazil,BRA,2006,01/01/2006,49.7,Total,Americas,Latin America and the Caribbean
BFA2006Fem,Burkina Faso,BFA,2006,01/01/2006,34,Female,Africa,Sub-Saharan Africa
BFA2006Mal,Burkina Faso,BFA,2006,01/01/2006,42,Male,Africa,Sub-Saharan Africa
BFA2006Tot,Burkina Faso,BFA,2006,01/01/2006,39,Total,Africa,Sub-Saharan Africa
KHM2006Fem,Cambodia,KHM,2006,01/01/2006,49,Female,Asia,South-eastern Asia
KHM2006Mal,Cambodia,KHM,2006,01/01/2006,48,Male,Asia,South-eastern Asia
KHM2006Tot,Cambodia,KHM,2006,01/01/2006,48,Total,Asia,South-eastern Asia
CMR2006Fem,Cameroon,CMR,2006,01/01/2006,32,Female,Africa,Sub-Saharan Africa
CMR2006Mal,Cameroon,CMR,2006,01/01/2006,37,Male,Africa,Sub-Saharan Africa
CMR2006Tot,Cameroon,CMR,2006,01/01/2006,35,Total,Africa,Sub-Saharan Africa
CAF2006Fem,Central African Republic,CAF,2006,01/01/2006,34,Female,Africa,Sub-Saharan Africa
CAF2006Mal,Central African Republic,CAF,2006,01/01/2006,29.9,Male,Africa,Sub-Saharan Africa
CAF2006Tot,Central African Republic,CAF,2006,01/01/2006,31.8,Total,Africa,Sub-Saharan Africa
CIV2006Fem,Ivory Coast,CIV,2006,01/01/2006,41,Female,Africa,Sub-Saharan Africa
CIV2006Mal,Ivory Coast,CIV,2006,01/01/2006,30,Male,Africa,Sub-Saharan Africa
CIV2006Tot,Ivory Coast,CIV,2006,01/01/2006,35,Total,Africa,Sub-Saharan Africa
DJI2006Fem,Djibouti,DJI,2006,01/01/2006,63,Female,Africa,Sub-Saharan Africa
DJI2006Mal,Djibouti,DJI,2006,01/01/2006,61,Male,Africa,Sub-Saharan Africa
DJI2006Tot,Djibouti,DJI,2006,01/01/2006,62,Total,Africa,Sub-Saharan Africa
GMB2006Fem,Gambia,GMB,2006,01/01/2006,71,Female,Africa,Sub-Saharan Africa
GMB2006Mal,Gambia,GMB,2006,01/01/2006,67,Male,Africa,Sub-Saharan Africa
GMB2006Tot,Gambia,GMB,2006,01/01/2006,69,Total,Africa,Sub-Saharan Africa
GHA2006Fem,Ghana,GHA,2006,01/01/2006,33,Female,Africa,Sub-Saharan Africa
GHA2006Mal,Ghana,GHA,2006,01/01/2006,34,Male,Africa,Sub-Saharan Africa
GHA2006Tot,Ghana,GHA,2006,01/01/2006,34,Total,Africa,Sub-Saharan Africa
GNB2006Fem,Guinea-Bissau,GNB,2006,01/01/2006,61,Female,Africa,Sub-Saharan Africa
GNB2006Mal,Guinea-Bissau,GNB,2006,01/01/2006,52,Male,Africa,Sub-Saharan Africa
GNB2006Tot,Guinea-Bissau,GNB,2006,01/01/2006,57,Total,Africa,Sub-Saharan Africa
HTI2006Tot,Haiti,HTI,2006,01/01/2006,31,Total,Americas,Latin America and the Caribbean
HND2006Fem,Honduras,HND,2006,01/01/2006,54,Female,Americas,Latin America and the Caribbean
HND2006Mal,Honduras,HND,2006,01/01/2006,58,Male,Americas,Latin America and the Caribbean
HND2006Tot,Honduras,HND,2006,01/01/2006,56,Total,Americas,Latin America and the Caribbean
IND2006Fem,India,IND,2006,01/01/2006,65.8,Female,Asia,Southern Asia
IND2006Mal,India,IND,2006,01/01/2006,71.7,Male,Asia,Southern Asia
IND2006Tot,India,IND,2006,01/01/2006,69,Total,Asia,Southern Asia
IRQ2006Fem,Iraq,IRQ,2006,01/01/2006,84,Female,Asia,Western Asia
IRQ2006Mal,Iraq,IRQ,2006,01/01/2006,81,Male,Asia,Western Asia
IRQ2006Tot,Iraq,IRQ,2006,01/01/2006,82,Total,Asia,Western Asia
KAZ2006Tot,Kazakhstan,KAZ,2006,01/01/2006,71,Total,Asia,Central Asia
KGZ2006Fem,Kyrgyzstan,KGZ,2006,01/01/2006,61,Female,Asia,Central Asia
KGZ2006Mal,Kyrgyzstan,KGZ,2006,01/01/2006,63,Male,Asia,Central Asia
KGZ2006Tot,Kyrgyzstan,KGZ,2006,01/01/2006,62,Total,Asia,Central Asia
LAO2006Fem,Lao People's Democratic Republic,LAO,2006,01/01/2006,28,Female,Asia,South-eastern Asia
LAO2006Mal,Lao People's Democratic Republic,LAO,2006,01/01/2006,36,Male,Asia,South-eastern Asia
LAO2006Tot,Lao People's Democratic Republic,LAO,2006,01/01/2006,32,Total,Asia,South-eastern Asia
MWI2006Fem,Malawi,MWI,2006,01/01/2006,53,Female,Africa,Sub-Saharan Africa
MWI2006Mal,Malawi,MWI,2006,01/01/2006,51,Male,Africa,Sub-Saharan Africa
MWI2006Tot,Malawi,MWI,2006,01/01/2006,52,Total,Africa,Sub-Saharan Africa
MLI2006Fem,Mali,MLI,2006,01/01/2006,37,Female,Africa,Sub-Saharan Africa
MLI2006Mal,Mali,MLI,2006,01/01/2006,39,Male,Africa,Sub-Saharan Africa
MLI2006Tot,Mali,MLI,2006,01/01/2006,38,Total,Africa,Sub-Saharan Africa
MNE2006Tot,Montenegro,MNE,2006,01/01/2006,89.4,Total,Europe,Southern Europe
NPL2006Fem,Nepal,NPL,2006,01/01/2006,44,Female,Asia,Southern Asia
NPL2006Mal,Nepal,NPL,2006,01/01/2006,42,Male,Asia,Southern Asia
NPL2006Tot,Nepal,NPL,2006,01/01/2006,43,Total,Asia,Southern Asia
NER2006Fem,Niger,NER,2006,01/01/2006,45,Female,Africa,Sub-Saharan Africa
NER2006Mal,Niger,NER,2006,01/01/2006,49,Male,Africa,Sub-Saharan Africa
NER2006Tot,Niger,NER,2006,01/01/2006,47,Total,Africa,Sub-Saharan Africa
MKD2006Fem,"Macedonia, the former Yugoslav Republic of",MKD,2006,01/01/2006,89,Female,Europe,Southern Europe
MKD2006Mal,"Macedonia, the former Yugoslav Republic of",MKD,2006,01/01/2006,95,Male,Europe,Southern Europe
MKD2006Tot,"Macedonia, the former Yugoslav Republic of",MKD,2006,01/01/2006,93,Total,Europe,Southern Europe
PNG2006Fem,Papua New Guinea,PNG,2006,01/01/2006,57,Female,Oceania,Melanesia
PNG2006Mal,Papua New Guinea,PNG,2006,01/01/2006,66,Male,Oceania,Melanesia
PNG2006Tot,Papua New Guinea,PNG,2006,01/01/2006,63,Total,Oceania,Melanesia
PER2006Fem,Peru,PER,2006,01/01/2006,69,Female,Americas,Latin America and the Caribbean
PER2006Mal,Peru,PER,2006,01/01/2006,65,Male,Americas,Latin America and the Caribbean
PER2006Tot,Peru,PER,2006,01/01/2006,67,Total,Americas,Latin America and the Caribbean
SRB2006Fem,Serbia,SRB,2006,01/01/2006,91,Female,Europe,Southern Europe
SRB2006Mal,Serbia,SRB,2006,01/01/2006,94,Male,Europe,Southern Europe
SRB2006Tot,Serbia,SRB,2006,01/01/2006,93,Total,Europe,Southern Europe
CIV2012Fem,Ivory Coast,CIV,2012,01/01/2012,40.9,Female,Africa,Sub-Saharan Africa
CIV2012Mal,Ivory Coast,CIV,2012,01/01/2012,35,Male,Africa,Sub-Saharan Africa
CIV2012Tot,Ivory Coast,CIV,2012,01/01/2012,38.2,Total,Africa,Sub-Saharan Africa
SUR2006Fem,Suriname,SUR,2006,01/01/2006,69,Female,Americas,Latin America and the Caribbean
SUR2006Mal,Suriname,SUR,2006,01/01/2006,76,Male,Americas,Latin America and the Caribbean
SUR2006Tot,Suriname,SUR,2006,01/01/2006,74,Total,Americas,Latin America and the Caribbean
SYR2006Fem,Syrian Arab Republic,SYR,2006,01/01/2006,73,Female,Asia,Western Asia
SYR2006Mal,Syrian Arab Republic,SYR,2006,01/01/2006,80,Male,Asia,Western Asia
SYR2006Tot,Syrian Arab Republic,SYR,2006,01/01/2006,77,Total,Asia,Western Asia
THA2006Fem,Thailand,THA,2006,01/01/2006,85,Female,Asia,South-eastern Asia
THA2006Mal,Thailand,THA,2006,01/01/2006,83,Male,Asia,South-eastern Asia
THA2006Tot,Thailand,THA,2006,01/01/2006,84,Total,Asia,South-eastern Asia
TGO2006Fem,Togo,TGO,2006,01/01/2006,23,Female,Africa,Sub-Saharan Africa
TGO2006Mal,Togo,TGO,2006,01/01/2006,23,Male,Africa,Sub-Saharan Africa
TGO2006Tot,Togo,TGO,2006,01/01/2006,23,Total,Africa,Sub-Saharan Africa
TTO2006Fem,Trinidad and Tobago,TTO,2006,01/01/2006,70,Female,Americas,Latin America and the Caribbean
TTO2006Mal,Trinidad and Tobago,TTO,2006,01/01/2006,77,Male,Americas,Latin America and the Caribbean
TTO2006Tot,Trinidad and Tobago,TTO,2006,01/01/2006,74,Total,Americas,Latin America and the Caribbean
TUN2006Fem,Tunisia,TUN,2006,01/01/2006,57,Female,Africa,Northern Africa
TUN2006Mal,Tunisia,TUN,2006,01/01/2006,60,Male,Africa,Northern Africa
TUN2006Tot,Tunisia,TUN,2006,01/01/2006,59,Total,Africa,Northern Africa
UGA2006Fem,Uganda,UGA,2006,01/01/2006,71,Female,Africa,Sub-Saharan Africa
UGA2006Mal,Uganda,UGA,2006,01/01/2006,76,Male,Africa,Sub-Saharan Africa
UGA2006Tot,Uganda,UGA,2006,01/01/2006,73,Total,Africa,Sub-Saharan Africa
UZB2006Fem,Uzbekistan,UZB,2006,01/01/2006,63.2,Female,Asia,Central Asia
UZB2006Mal,Uzbekistan,UZB,2006,01/01/2006,70.5,Male,Asia,Central Asia
UZB2006Tot,Uzbekistan,UZB,2006,01/01/2006,67.7,Total,Asia,Central Asia
VNM2006Fem,Viet Nam,VNM,2006,01/01/2006,80,Female,Asia,South-eastern Asia
VNM2006Mal,Viet Nam,VNM,2006,01/01/2006,85,Male,Asia,South-eastern Asia
VNM2006Tot,Viet Nam,VNM,2006,01/01/2006,83,Total,Asia,South-eastern Asia
YEM2006Fem,Yemen,YEM,2006,01/01/2006,42.2,Female,Asia,Western Asia
YEM2006Mal,Yemen,YEM,2006,01/01/2006,45,Male,Asia,Western Asia
YEM2006Tot,Yemen,YEM,2006,01/01/2006,43.7,Total,Asia,Western Asia
ZWE2006Fem,Zimbabwe,ZWE,2006,01/01/2006,31,Female,Africa,Sub-Saharan Africa
ZWE2006Mal,Zimbabwe,ZWE,2006,01/01/2006,20,Male,Africa,Sub-Saharan Africa
ZWE2006Tot,Zimbabwe,ZWE,2006,01/01/2006,25,Total,Africa,Sub-Saharan Africa
BGD2007Fem,Bangladesh,BGD,2007,01/01/2007,33,Female,Asia,Southern Asia
BGD2007Mal,Bangladesh,BGD,2007,01/01/2007,41,Male,Asia,Southern Asia
BGD2007Tot,Bangladesh,BGD,2007,01/01/2007,37,Total,Asia,Southern Asia
COD2007Fem,"Congo, the Democratic Republic of the",COD,2007,01/01/2007,39,Female,Africa,Sub-Saharan Africa
COD2007Mal,"Congo, the Democratic Republic of the",COD,2007,01/01/2007,45,Male,Africa,Sub-Saharan Africa
COD2007Tot,"Congo, the Democratic Republic of the",COD,2007,01/01/2007,42,Total,Africa,Sub-Saharan Africa
DOM2007Fem,Dominican Republic,DOM,2007,01/01/2007,67,Female,Americas,Latin America and the Caribbean
DOM2007Mal,Dominican Republic,DOM,2007,01/01/2007,72,Male,Americas,Latin America and the Caribbean
DOM2007Tot,Dominican Republic,DOM,2007,01/01/2007,70,Total,Americas,Latin America and the Caribbean
SWZ2007Fem,Swaziland,SWZ,2007,01/01/2007,76.9,Female,Africa,Sub-Saharan Africa
SWZ2007Mal,Swaziland,SWZ,2007,01/01/2007,70.6,Male,Africa,Sub-Saharan Africa
SWZ2007Tot,Swaziland,SWZ,2007,01/01/2007,73.4,Total,Africa,Sub-Saharan Africa
GUY2007Fem,Guyana,GUY,2007,01/01/2007,68,Female,Americas,Latin America and the Caribbean
GUY2007Mal,Guyana,GUY,2007,01/01/2007,62,Male,Americas,Latin America and the Caribbean
GUY2007Tot,Guyana,GUY,2007,01/01/2007,64,Total,Americas,Latin America and the Caribbean
IDN2007Fem,Indonesia,IDN,2007,01/01/2007,63,Female,Asia,South-eastern Asia
IDN2007Mal,Indonesia,IDN,2007,01/01/2007,72,Male,Asia,South-eastern Asia
IDN2007Tot,Indonesia,IDN,2007,01/01/2007,66,Total,Asia,South-eastern Asia
JOR2007Fem,Jordan,JOR,2007,01/01/2007,70.1,Female,Asia,Western Asia
JOR2007Mal,Jordan,JOR,2007,01/01/2007,78.5,Male,Asia,Western Asia
JOR2007Tot,Jordan,JOR,2007,01/01/2007,75,Total,Asia,Western Asia
LBR2007Fem,Liberia,LBR,2007,01/01/2007,61,Female,Africa,Sub-Saharan Africa
LBR2007Mal,Liberia,LBR,2007,01/01/2007,64,Male,Africa,Sub-Saharan Africa
LBR2007Tot,Liberia,LBR,2007,01/01/2007,62,Total,Africa,Sub-Saharan Africa
MRT2007Fem,Mauritania,MRT,2007,01/01/2007,47,Female,Africa,Sub-Saharan Africa
MRT2007Mal,Mauritania,MRT,2007,01/01/2007,43,Male,Africa,Sub-Saharan Africa
MRT2007Tot,Mauritania,MRT,2007,01/01/2007,45,Total,Africa,Sub-Saharan Africa
NAM2007Fem,Namibia,NAM,2007,01/01/2007,81.2,Female,Africa,Sub-Saharan Africa
NAM2007Mal,Namibia,NAM,2007,01/01/2007,64.2,Male,Africa,Sub-Saharan Africa
NAM2007Tot,Namibia,NAM,2007,01/01/2007,71.5,Total,Africa,Sub-Saharan Africa
NRU2007Tot,Nauru,NRU,2007,01/01/2007,69,Total,Oceania,Micronesia
PAK2007Fem,Pakistan,PAK,2007,01/01/2007,68,Female,Asia,Southern Asia
PAK2007Mal,Pakistan,PAK,2007,01/01/2007,70,Male,Asia,Southern Asia
PAK2007Tot,Pakistan,PAK,2007,01/01/2007,69,Total,Asia,Southern Asia
SLB2007Tot,Solomon Islands,SLB,2007,01/01/2007,73,Total,Oceania,Melanesia
LKA2007Fem,Sri Lanka,LKA,2007,01/01/2007,55.7,Female,Asia,Southern Asia
LKA2007Mal,Sri Lanka,LKA,2007,01/01/2007,60.1,Male,Asia,Southern Asia
LKA2007Tot,Sri Lanka,LKA,2007,01/01/2007,58.2,Total,Asia,Southern Asia
ZMB2007Fem,Zambia,ZMB,2007,01/01/2007,69,Female,Africa,Sub-Saharan Africa
ZMB2007Mal,Zambia,ZMB,2007,01/01/2007,68,Male,Africa,Sub-Saharan Africa
ZMB2007Tot,Zambia,ZMB,2007,01/01/2007,68,Total,Africa,Sub-Saharan Africa
BOL2008Fem,"Bolivia, Plurinational State of",BOL,2008,01/01/2008,51.7,Female,Americas,Latin America and the Caribbean
